ElastomerID,PITTagID,FinalID,OldNew,Date,Stream,Reach,SurNum,Primary,Species,Sex,RawLongLoc,CorrLongLoc,Stage,Meso,LatLoc,SubSize,SubType,Metamorph,TailRemoved,TailRegrown,FieldSVL,PhotoSVL,MassMg,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,TailHeight,Photo,Photo2,Photo3,Tissue,Diet,CORT,Notes,Remove,Reason,Action,Last3Digits
NA,GP900215000822683,GP900215000822683,O,7/5/2021,Zigzag,Upper,67,23,GP,M,278,1278,A,PL,T,650,R,N,2,0,NA,88.65,14500,21.14,13.75,58.82,14.73,4.29,5.26,11.47,NA,108-0619,NA,NA,N,NA,NA,NA,N,NA,NA,683
NA,GP900215000822684,GP900215000822684,N,6/24/2021,Zigzag,Upper,65,22,GP,U,446,1446,L,RF,T,220,R,N,5,1,NA,58.6,4600,14.41,10.47,41.59,9.69,3.51,3.22,7.71,7.91,108-0454,108-0455,NA,Y,NA,NA,NA,N,NA,NA,684
NA,GP900215000822685,GP900215000822685,N,6/25/2021,Paradise,Lower,66,22,GP,U,54,54,L,RF,WE,350,R,N,2,0,38,23.3,900,10.26,6.9,27.45,6.11,2.79,2.72,5.08,4.46,108-0470,108-0471,NA,Y,NA,NA,NA,N,NA,NA,685
NA,GP900215000822686,GP900215000822686,N,7/14/2021,Zigzag,Upper,68,23,GP,U,141,1141,L,PL,WE,#VALUE!,NA,N,5,5,NA,55.24,4100,13.59,10.06,38.9,9.56,3.29,2.66,7.03,7.61,108-0788,108-0789,NA,Y,NA,NA,NA,N,NA,NA,686
NA,GP900215000822687,GP900215000822687,N,6/27/2021,Zigzag,Upper,66,22,GP,F,264,1264,A,PL,WE,370,R,N,0,0,NA,78.38,7200,19.06,11.56,55.1,11.42,4.27,4.4,8.89,9.26,112-0644,112-0645,NA,Y,NA,NA,NA,N,NA,NA,687
NA,GP900215000822688,GP900215000822688,N,6/25/2021,Paradise,Lower,66,22,GP,U,79,79,L,PL,WE,140,R,N,0,0,NA,42.02,1300,11.19,7.39,28.59,6.26,2.93,3.01,4.49,5.13,108-0480,108-0481,NA,Y,NA,NA,NA,N,NA,NA,688
NA,GP900215000822689,GP900215000822689,N,6/24/2021,Zigzag,Upper,65,22,GP,U,73,1073,L,PL,WE,340,R,N,0,0,NA,42.74,1700,10.49,7.98,29.25,7.67,2.44,1.55,5.27,NA,108-0392,108-0393,NA,Y,NA,NA,NA,N,NA,NA,689
NA,GP900215000822690,GP900215000822690,N,6/24/2021,Zigzag,Upper,65,22,GP,F,164,1164,A,PL,WE,180,R,N,8,7,NA,81.23,7500,18.88,11.98,56.95,11.43,3.76,3.58,9.58,8.51,108-0414,108-0415,NA,Y,NA,NA,NA,N,NA,NA,690
NA,GP900215000822691,GP900215000822691,N,7/6/2021,Paradise,Lower,67,23,GP,U,190,190,L,RF,WE,160,R,N,0,0,NA,57.37,3700,13.66,10.28,39.9,9.54,3.25,3.2,6.71,9.48,112-0709,112-0710,NA,Y,NA,NA,NA,N,NA,NA,691
NA,GP900215000822692,GP900215000822692,N,7/14/2021,Zigzag,Upper,68,23,GP,F,225,1225,A,RF,WE,220,R,N,0,0,NA,74.15,6700,19.69,12.17,52.69,11.44,5.92,3.82,9.45,8.54,108-0798,108-0799,NA,Y,NA,NA,NA,N,NA,NA,692
NA,GP900215000822693,GP900215000822693,N,6/25/2021,Paradise,Lower,66,22,GP,U,208,208,L,RF,WE,330,R,N,5,0,NA,48.51,2000,12,8.44,33.68,7.66,NA,3.04,5.94,6.56,108-0503,108-0504,NA,Y,NA,NA,NA,N,NA,NA,693
NA,GP900215000822694,GP900215000822694,N,6/24/2021,Zigzag,Upper,65,22,GP,F,151,1151,A,PL,WE,220,R,N,0,0,NA,65.49,5300,15.64,9.86,46.41,9.82,5.2,4.12,7.27,NA,108-0389,108-0390,NA,Y,NA,NA,NA,N,NA,NA,694
NA,GP900215000822695,GP900215000822695,N,6/24/2021,Zigzag,Upper,65,22,GP,M,194,1194,A,RF,T,400,R,N,15,4,NA,80.61,9300,20.76,11.79,57.8,11.35,6.59,5.1,9.42,8.41,108-0420,108-0421,NA,Y,NA,NA,NA,N,NA,NA,695
NA,GP900215000822696,GP900215000822696,N,6/27/2021,Zigzag,Upper,66,22,GP,U,387,1387,L,PL,WE,150,R,N,10,9,NA,53.29,3100,13.87,10.34,37.38,8.85,3.94,3.63,6.78,7.03,112-0671,112-0672,NA,Y,NA,NA,NA,N,NA,NA,696
NA,GP900215000822697,GP900215000822697,N,6/27/2021,Zigzag,Upper,66,22,GP,F,428,1428,A,RF,WE,460,R,N,0,0,NA,79.62,7700,14.66,11.91,55.64,11.89,3.81,4.08,9.02,8.56,112-0685,112-0686,NA,Y,NA,NA,NA,N,NA,NA,697
NA,GP900215000822697,GP900215000822697,O,8/4/2021,Zigzag,Upper,70,24,GP,F,427,1427,A,RF,WE,360,R,N,5,0,NA,76.91,9200,20.41,11.29,53.16,12.44,3.45,5.44,8.72,NA,109-0015,NA,NA,N,NA,NA,NA,N,NA,NA,697
NA,GP900215000822697,GP900215000822697,O,8/8/2021,Zigzag,Upper,71,24,GP,M,427,1427,A,RF,T,380,R,N,5,1,77,73.72,9700,20.09,12.55,48.33,13.86,4.96,5.04,9.73,NA,112-0973,NA,NA,N,NA,NA,NA,N,NA,NA,697
NA,GP900215000822697,GP900215000822697,O,8/14/2021,Zigzag,Upper,72,24,GP,F,426,1426,A,RF,T,450,R,N,5,1,75,81.25,8300,21.77,12.94,57.7,12.14,5.81,5.51,9.93,6.83,109-0154,109-0155,NA,N,NA,NA,NA,N,NA,NA,697
NA,GP900215000822698,GP900215000822698,N,6/24/2021,Zigzag,Upper,65,22,GP,U,483,1483,L,PL,WE,200,R,N,5,3,NA,67.26,7200,13.36,11.38,48.41,11.24,3.77,2.98,8.47,8.99,108-0459,108-0460,NA,Y,NA,NA,NA,N,NA,NA,698
NA,GP900215000822699,GP900215000822699,N,6/27/2021,Zigzag,Upper,66,22,GP,U,411,1411,L,RF,T,300,R,N,0,0,NA,39.64,1500,10.82,7.49,27.05,6.65,2.22,3.39,5.03,4.91,112-0677,112-0678,NA,Y,NA,NA,NA,N,NA,NA,699
NA,GP900215000822700,GP900215000822700,N,6/27/2021,Zigzag,Upper,66,22,GP,U,316,1316,L,RF,T,320,R,N,0,0,NA,66.4,5900,15.55,10,46.78,10.8,3.94,3.98,7.6,8.54,112-0653,112-0654,NA,Y,NA,NA,NA,N,NA,NA,700
NA,GP900215000822701,GP900215000822701,N,7/17/2021,Bear,Upper,69,23,GP,F,135,1035,A,RF,WE,250,R,N,0,0,NA,73.14,8900,17.13,11.9,52.43,10.81,5.9,6.21,7.93,9.25,108-0865,108-0866,NA,Y,NA,NA,NA,N,NA,NA,701
NA,GP900215000822702,GP900215000822702,N,7/9/2021,Bear,Lower,68,23,GP,M,160,160,A,RF,WE,200,R,N,15,10,NA,82.02,9200,20.61,12.32,56.81,12.75,5.14,4.8,9.5,8.34,108-0687,108-0686,NA,Y,NA,NA,NA,N,NA,NA,702
NA,GP900215000822703,GP900215000822703,N,7/21/2021,Zigzag,Lower,69,23,GP,F,247,247,A,RF,WE,300,R,N,0,0,NA,97.52,13250,20.86,13.81,70.41,13.65,5.57,5.48,10.55,9.67,112-0770,112-0771,NA,Y,NA,NA,EGGS VERY VISIBLE ,N,NA,NA,703
NA,GP900215000822704,GP900215000822704,N,7/14/2021,Zigzag,Upper,68,23,GP,F,319,1319,A,PL,WE,450,R,N,8,7,NA,78.08,7600,18.54,11.64,54.3,11.81,5.44,5.84,9,7.34,108-0807,108-0808,NA,Y,NA,NA,NA,N,NA,NA,704
NA,GP900215000822704,GP900215000822704,O,8/4/2021,Zigzag,Upper,70,24,GP,F,320,1320,A,RF,T,230,R,N,5,0,NA,80.77,8500,21.08,11.95,57.91,11.24,5.48,4.94,8.93,NA,109-0006,NA,NA,N,NA,NA,NA,N,NA,NA,704
NA,GP900215000822705,GP900215000822705,N,6/26/2021,Paradise,Upper,66,22,GP,F,69,819,A,PL,WE,230,R,N,5,3,NA,78.35,6000,18.99,11.01,52.66,10.13,6.74,6.74,8.1,8.49,112-0599,112-0600,NA,Y,NA,NA,"original ID was 900215000822573, but suspected pit tag loss so updated pittag",N,NA,NA,705
NA,GP900215000822705,GP900215000822705,N,7/11/2021,Paradise,Upper,67,23,GP,F,68,818,A,PL,WE,300,R,N,5,0,NA,76.44,6100,18.05,11.86,53.79,10.39,5.82,4.61,8.88,8.29,108-0706,108-0707,NA,Y,NA,NA,"SUSPECT PIT TAG LOSS, was originally ID 573, 112-0599",N,NA,NA,705
NA,GP900215000822705,GP900215000822705,O,7/23/2021,Paradise,Upper,69,23,GP,F,69,819,A,PL,WE,200,R,N,5,0,NA,70.37,5900,18.3,11.23,48.13,10.14,4.55,3.74,8.34,NA,112-0785,NA,NA,N,NA,NA,NA,N,NA,NA,705
NA,GP900215000822706,GP900215000822706,N,7/23/2021,Paradise,Upper,69,23,GP,U,500,1250,M,RF,WE,360,R,Y,0,0,NA,68.71,6400,16.54,11.68,47.7,11.94,5.13,3.97,8.38,9.22,112-0803,112-0804,NA,Y,NA,NA,CHANGING COLOR BUT STILL HAD GILLS,N,NA,NA,706
NA,GP900215000822707,GP900215000822707,N,7/12/2021,Bear,Upper,68,23,GP,U,427,1327,L,RF,WE,240,R,N,0,0,NA,46.3,1800,12.11,8.07,31.5,6.85,3.33,2.83,5.77,5.51,108-0782,108-0783,NA,Y,NA,NA,NA,N,NA,NA,707
NA,GP900215000822708,GP900215000822708,N,7/22/2021,Paradise,Lower,69,23,GP,U,260,260,L,RF,WE,350,R,N,5,5,40,40.68,1300,11.07,6.54,26.44,6.33,2.36,2.36,4.88,6.77,112-0777,112-0778,NA,Y,NA,NA,NA,N,NA,NA,708
NA,GP900215000822709,GP900215000822709,N,7/14/2021,Zigzag,Upper,68,23,GP,M,429,1429,A,RF,WE,550,R,N,18,10,NA,102.5,17750,24.24,15.75,69.15,14.33,NA,NA,12.48,8.96,108-0815,108-0816,NA,Y,NA,NA,NA,N,NA,NA,709
NA,GP900215000822710,GP900215000822710,N,7/12/2021,Bear,Upper,68,23,GP,M,90,990,A,RF,WE,240,R,N,5,3,NA,84.24,9600,19.15,13.55,59.03,12.68,6.98,4.55,9.7,9.89,108-0758,108-0759,NA,Y,NA,NA,NA,N,NA,NA,710
NA,GP900215000822711,GP900215000822711,N,7/11/2021,Paradise,Upper,67,23,GP,F,456,1206,A,PL,WE,100,R,N,0,0,NA,78.57,8000,18.45,11.79,55.6,11.2,5.18,5,9.11,9.28,108-0747,108-0748,NA,Y,NA,NA,NA,N,NA,NA,711
NA,GP900215000822712,GP900215000822712,N,7/23/2021,Paradise,Upper,69,23,GP,U,440,1190,L,PL,WE,490,R,N,0,0,NA,52.31,2500,13.35,9.36,36.34,7.68,4.73,3.47,6.2,8.02,112-0810,112-0811,NA,Y,NA,NA,NA,N,NA,NA,712
NA,GP900215000822713,GP900215000822713,N,7/15/2021,Zigzag,Lower,68,23,GP,U,424,424,L,PL,T,360,R,N,0,0,74,70.37,6600,15.22,10.94,49.25,11.78,3.25,3.41,8.59,"9,26",108-0848,108-0849,NA,Y,NA,NA,NA,N,NA,NA,713
NA,GP900215000822714,GP900215000822714,N,7/9/2021,Bear,Lower,68,23,GP,U,360,360,L,RF,T,220,R,N,0,0,NA,50.16,2500,12.73,8.91,35.34,7.62,2.12,2.56,5.57,5.11,108-0700,108-0701,NA,Y,NA,NA,NA,N,NA,NA,714
NA,GP900215000822715,GP900215000822715,N,7/11/2021,Paradise,Upper,67,23,GP,U,168,918,L,PL,WE,350,R,N,3,0,NA,57.6,3900,14.17,9.34,39.24,8.89,2.81,2.9,7,7.44,108-0703,108-0704,NA,Y,NA,NA,NA,N,NA,NA,715
NA,GP900215000822716,GP900215000822716,N,7/17/2021,Bear,Upper,69,23,GP,F,341,1241,A,PL,T,300,R,N,5,2,NA,71.67,6100,17.76,10.86,48.89,10.2,5.44,5.3,8.08,6.55,108-0882,108-0883,NA,Y,NA,NA,NA,N,NA,NA,716
NA,GP900215000822717,GP900215000822717,N,7/12/2021,Bear,Upper,68,23,GP,U,99,999,L,RF,WE,160,R,N,0,0,NA,44.36,2000,12.17,8.37,28.58,7.49,2.77,2.83,5.8,6.39,108-0760,108-0761,NA,Y,NA,NA,NA,N,NA,NA,717
NA,GP900215000822718,GP900215000822718,N,7/23/2021,Paradise,Upper,69,23,GP,U,411,1161,L,PL,WE,270,R,N,0,0,NA,41.02,1400,11.32,7.43,27.58,6.84,2.91,2.37,4.91,6.27,112-0808,112-0809,NA,Y,NA,NA,NA,N,NA,NA,718
NA,GP900215000822719,GP900215000822719,N,7/12/2021,Bear,Upper,68,23,GP,U,180,1080,L,RF,T,220,R,N,0,0,NA,66.83,6800,14.89,10.76,47.76,10.84,3.96,4.41,8.48,7.58,108-0756,108-0757,NA,Y,NA,NA,NA,N,NA,NA,719
NA,GP900215000822720,GP900215000822720,N,7/11/2021,Paradise,Upper,67,23,GP,U,222,972,L,RF,WE,200,R,N,0,0,NA,55.45,3100,14.61,9.43,37.88,8.85,3.18,3.96,6.64,6.96,108-0726,108-0727,NA,Y,NA,NA,NA,N,NA,NA,720
NA,GP900215000822721,GP900215000822721,N,7/14/2021,Zigzag,Upper,68,23,GP,F,349,1349,A,PL,WE,330,R,N,0,0,NA,69.58,6200,17.82,10.56,47.02,10.93,4.77,3.74,8.73,5.31,108-0809,108-0810,NA,Y,NA,NA,NA,N,NA,NA,721
NA,GP900215000822722,GP900215000822722,N,7/6/2021,Bear,Upper,67,23,GP,U,308,1208,L,RF,T,470,R,N,0,0,NA,53.42,2500,12.71,8.34,37.57,7.61,3.34,4.1,5.69,6.39,108-0644,108-0646,NA,Y,NA,NA,NA,N,NA,NA,722
NA,GP900215000822723,GP900215000822723,N,7/16/2021,Paradise,Upper,68,23,GP,U,368,1118,L,PL,T,310,R,N,1,0,NA,50.3,3200,12.93,8.48,34.08,7.65,3.91,3.47,5.83,6.86,108-0859,108-0860,NA,Y,NA,NA,NA,N,NA,NA,723
NA,GP900215000822724,GP900215000822724,N,7/8/2021,Zigzag,Lower,67,23,GP,U,270,270,L,RF,WE,220,R,N,0,0,NA,58.38,3000,16.25,9.94,40.23,9.5,3.98,2.53,7.03,7.12,108-0675,108-0676,NA,Y,NA,NA,NA,N,NA,NA,724
NA,GP900215000822725,GP900215000822725,N,7/23/2021,Paradise,Upper,69,23,GP,M,239,989,A,RF,WE,350,R,N,4,0,NA,102.51,14750,27.65,15.51,68.4,13.86,4.87,4.53,11.3,10.53,112-0797,112-0798,NA,Y,NA,NA,NA,N,NA,NA,725
NA,GP900215000822726,GP900215000822726,N,7/21/2021,Zigzag,Lower,69,23,GP,F,240,240,A,RF,WE,390,R,N,0,0,NA,87.12,7800,22.33,12.82,60.46,12.05,5.15,5.74,9.92,8.53,112-0764,112-0765,NA,Y,NA,NA,NA,N,NA,NA,726
NA,GP900215000822727,GP900215000822727,N,7/6/2021,Bear,Upper,67,23,GP,M,225,1125,A,RF,WE,300,R,N,0,0,NA,71.91,6100,17.94,10.9,48.44,10.34,4.36,4.48,7.88,6.57,108-0647,108-0649,NA,Y,NA,NA,NA,N,NA,NA,727
NA,GP900215000822728,GP900215000822728,N,7/12/2021,Bear,Upper,68,23,GP,F,265,1165,A,RF,T,300,R,N,0,0,NA,64.42,5100,16.39,9.84,43.33,9.88,3.3,5.14,7.3,7.6,108-0766,108-0767,NA,Y,NA,NA,NA,N,NA,NA,728
NA,GP900215000822729,GP900215000822729,N,7/12/2021,Bear,Upper,68,23,GP,U,385,1285,L,RF,T,300,R,N,5,0,NA,57.27,3400,14.37,9.38,40.03,8.19,2.63,2.8,7.03,6.28,108-0784,108-0785,NA,Y,NA,NA,NA,N,NA,NA,729
NA,GP900215000822730,GP900215000822730,N,7/8/2021,Zigzag,Lower,67,23,GP,F,312,312,A,RF,WE,510,R,N,0,0,NA,73.09,6600,17.07,10.98,51.23,11.64,5.26,3.78,8.49,8.06,108-0677,108-0678,NA,Y,NA,NA,NA,N,NA,NA,730
NA,GP900215000822731,GP900215000822731,N,7/12/2021,Bear,Upper,68,23,GP,M,199,1099,A,PL,WE,380,R,N,60,10,NA,75.29,8800,18.18,11.56,52.04,11.8,3.13,3.56,9.28,8.41,108-0754,108-0755,NA,Y,NA,NA,NA,N,NA,NA,731
NA,GP900215000822732,GP900215000822732,N,7/11/2021,Paradise,Upper,67,23,GP,F,31,781,A,RF,WE,290,R,N,0,0,NA,70.57,5300,16.74,10.72,49.18,10.65,5.42,4.91,8.22,7.57,108-0708,108-0709,NA,Y,NA,NA,NA,N,NA,NA,732
NA,GP900215000822732,GP900215000822732,O,8/13/2021,Paradise,Upper,72,24,GP,F,33,783,A,PL,T,300,R,N,4,1,66,64.36,5700,18.99,12.04,41.8,11.15,5.87,4.74,8.97,NA,109-0117,NA,NA,N,NA,NA,NA,N,NA,NA,732
NA,GP900215000822733,GP900215000822733,N,7/12/2021,Bear,Upper,68,23,GP,M,346,1246,A,RF,WE,320,R,N,0,0,NA,92.51,11750,21.62,14.67,64.78,14.18,4.62,5.45,10.67,7.8,108-0770,108-0771,NA,Y,NA,NA,NA,N,NA,NA,733
NA,GP900215000822734,GP900215000822734,N,7/15/2021,Paradise,Lower,68,23,GP,F,250,250,A,RF,B,230,R,N,0,0,79,78.52,9600,18.03,11.77,55.95,14.28,5.21,4.5,9.07,8.7,108-0836,108-0837,NA,Y,NA,NA,NA,N,NA,NA,734
NA,GP900215000822735,GP900215000822735,N,7/11/2021,Paradise,Upper,67,23,GP,U,139,889,L,PL,WE,350,R,N,10,10,35,39.78,1200,10.07,6.86,25.95,6.14,2.58,2.82,4.16,4.09,108-0713,108-0714,NA,Y,NA,NA,NA,N,NA,NA,735
NA,GP900215000822736,GP900215000822736,N,7/23/2021,Paradise,Upper,69,23,GP,F,159,909,A,RF,T,620,R,N,0,0,NA,75.58,6300,21.07,12.19,51.28,11.67,5.33,5.45,8.75,8.14,112-0790,112-0791,NA,Y,NA,NA,NA,N,NA,NA,736
NA,GP900215000822738,GP900215000822738,N,7/22/2021,Paradise,Lower,69,23,GP,F,500,500,A,PL,WE,190,R,N,0,0,NA,71.86,7600,17.22,11.19,50.73,11.12,4.63,5.6,8.86,10.48,112-0779,112-0780,NA,Y,NA,NA,NA,N,NA,NA,738
NA,GP900215000822739,GP900215000822739,N,7/22/2021,Paradise,Lower,69,23,GP,F,33,33,A,PL,WE,380,R,N,0,0,NA,69.45,5800,17.9,10.48,47.62,10.73,4.86,4.64,8.3,6.34,112-0773,112-0774,NA,Y,NA,NA,NA,N,NA,NA,739
NA,GP900215000822740,GP900215000822740,N,7/22/2021,Paradise,Lower,69,23,GP,F,363,363,A,RF,WE,360,R,N,0,0,NA,76.4,9100,20.02,12.2,52.71,12.1,5.25,5.99,9.6,9.48,112-0775,112-0776,NA,Y,NA,NA,NA,N,NA,NA,740
NA,GP900215000822741,GP900215000822741,N,7/15/2021,Zigzag,Lower,68,23,GP,F,330,330,A,PL,WE,330,R,N,4,0,87,96.49,10200,24.47,13.76,66.5,13.16,6.34,7.26,10.07,9.76,108-0843,108-0844,NA,Y,NA,NA,NA,N,NA,NA,741
NA,GP900215000822742,GP900215000822742,N,7/12/2021,Bear,Upper,68,23,GP,U,325,1225,L,PL,WE,330,R,N,0,0,NA,59.41,4900,14.15,9.95,40.86,9.79,2.69,3.96,7.46,7.91,108-0768,108-0769,NA,Y,NA,NA,NA,N,NA,NA,742
NA,GP900215000822743,GP900215000822743,N,7/11/2021,Paradise,Upper,67,23,GP,U,200,950,L,PL,T,320,R,N,5,5,NA,54.2,3300,13.33,9.65,37.64,9.03,3.76,1.73,6.61,6.81,108-0723,108-0724,NA,Y,NA,NA,NA,N,NA,NA,743
NA,GP900215000822744,GP900215000822744,N,7/11/2021,Paradise,Upper,67,23,GP,U,473,1223,L,RF,WE,210,R,N,3,3,NA,47.37,1900,12,8.57,33.48,7.15,2.8,NA,5.67,6.06,108-0744,108-0745,NA,Y,NA,NA,NA,N,NA,NA,744
NA,GP900215000822744,GP900215000822744,O,7/16/2021,Paradise,Upper,68,23,GP,U,472,1222,L,PL,WE,290,R,N,5,0,NA,42.38,2600,9.6,7.48,30.07,7.3,3.26,2.57,5.43,NA,108-0861,NA,NA,N,NA,NA,NA,N,NA,NA,744
NA,GP900215000822745,GP900215000822745,N,7/17/2021,Bear,Upper,69,23,GP,U,182,1082,L,RF,WE,360,R,N,10,10,35.5,37.14,750,9.68,6.79,25.32,5.5,3.07,2.6,3.91,4.57,108-0874,108-0875,NA,Y,NA,NA,NA,N,NA,NA,745
NA,GP900215000822746,GP900215000822746,N,7/8/2021,Zigzag,Lower,67,23,GP,U,259,259,L,RF,WE,440,R,N,0,0,NA,46.7,2500,11.91,8.6,31.78,8.59,1.81,2.21,6.84,6.26,108-0673,108-0674,NA,Y,NA,NA,NA,N,NA,NA,746
NA,GP900215000822746,GP900215000822746,O,8/15/2021,Zigzag,Lower,72,24,GP,U,260,260,L,RF,WE,460,R,N,2,2,52,48.77,3800,12.09,8.69,35.16,8.69,3.64,4.36,7.04,NA,113-0031,NA,NA,N,NA,NA,NA,N,NA,NA,746
NA,GP900215000822747,GP900215000822747,N,7/23/2021,Paradise,Upper,69,23,GP,U,433,1183,L,RF,T,270,R,N,0,0,NA,58.56,4800,14.85,10.19,40.5,11.35,3.33,2.75,7.65,8.61,112-0801,112-0802,NA,Y,NA,NA,NA,N,NA,NA,747
NA,GP900215000822748,GP900215000822748,N,7/22/2021,Paradise,Lower,69,23,GP,U,255,255,L,RF,WE,290,R,N,70,15,NA,64.33,3900,16.09,9.91,45.17,10.45,5.43,4.65,7.12,8.13,112-0781,112-0782,NA,N,NA,NA,NA,N,NA,NA,748
NA,GP900215000822749,GP900215000822749,N,7/12/2021,Bear,Upper,68,23,GP,U,303,1203,L,PL,T,400,R,N,4,2,NA,59.85,4500,15.56,9.89,40.19,9.46,4.25,3.01,7.44,NA,108-0773,108-0774,NA,Y,NA,NA,NA,N,NA,NA,749
NA,GP900215000822749,GP900215000822749,O,7/17/2021,Bear,Upper,69,23,GP,U,304,1204,L,PL,T,400,R,N,7,0,NA,60.54,3750,15.62,10.39,39.74,9.35,4.57,5.21,6.76,NA,108-0886,NA,NA,N,NA,NA,NA,N,NA,NA,749
NA,GP900215000822750,GP900215000822750,N,7/23/2021,Paradise,Upper,69,23,GP,M,27,777,A,RF,T,250,R,N,0,0,NA,72.39,6800,17.77,11.2,50.16,11.91,4.04,5.14,8.22,8.32,112-0788,112-0789,NA,Y,NA,NA,NA,N,NA,NA,750
NA,GP900215000822751,GP900215000822751,N,7/11/2021,Paradise,Upper,67,23,GP,F,399,1149,A,RF,WE,310,R,N,0,0,NA,78.64,7100,20.32,11.28,53.92,11.33,6.29,5.73,8.64,8.38,108-0741,108-0742,NA,Y,NA,NA,NA,N,NA,NA,751
NA,GP900215000822752,GP900215000822752,N,7/11/2021,Paradise,Upper,67,23,GP,F,190,940,A,RF,WE,480,R,N,0,0,NA,76.67,8400,19.49,12.19,53.7,11.43,5.16,4.82,8.97,9.12,108-0716,108-0715,NA,Y,NA,NA,NA,N,NA,NA,752
NA,GP900215000822753,GP900215000822753,N,7/17/2021,Bear,Upper,69,23,GP,U,153,1053,L,PL,WE,180,R,N,0,0,NA,39.29,2800,10.89,7.44,30.55,5.52,2.94,3.18,4.03,5.41,108-0867,108-0868,NA,Y,NA,NA,NA,N,NA,NA,753
NA,GP900215000822754,GP900215000822754,N,7/17/2021,Bear,Upper,69,23,GP,M,207,1107,A,PL,WE,130,R,N,0,0,NA,91.75,11750,23.04,14.24,63.7,14.84,6.79,7.01,10.73,11.24,108-0879,108-0880,NA,Y,NA,NA,NA,N,NA,NA,754
NA,GP900215000822755,GP900215000822755,N,7/15/2021,Paradise,Lower,68,23,GP,U,281,281,L,RF,T,270,R,N,2,0,61,58.31,3800,14.63,9.47,40.9,8.74,3.45,2.66,6.26,6.98,108-0834,108-0835,NA,Y,NA,NA,NA,N,NA,NA,755
NA,GP900215000822756,GP900215000822756,N,7/14/2021,Zigzag,Upper,68,23,GP,U,463,1463,L,PL,T,350,R,N,0,0,NA,41.87,1500,12.01,7.24,27.47,6.5,2.21,3.41,4.64,5.26,108-0818,108-0819,NA,Y,NA,NA,NA,N,NA,NA,756
NA,GP900215000822757,GP900215000822757,N,7/9/2021,Bear,Lower,68,23,GP,F,178,178,A,RF,T,210,R,N,10,10,NA,74.29,7700,18.96,11.39,51.33,10.89,5.79,5.17,8.58,7.61,108-0689,108-0690,NA,Y,NA,NA,NA,N,NA,NA,757
NA,GP900215000822758,GP900215000822758,N,7/12/2021,Bear,Upper,68,23,GP,U,324,1224,L,RF,T,190,R,N,0,0,NA,52.88,3400,14.04,9.31,36.95,8.63,3.19,2.64,6.14,7.65,108-0777,108-0778,NA,Y,NA,NA,NA,N,NA,NA,758
NA,GP900215000822760,GP900215000822760,N,7/14/2021,Zigzag,Upper,68,23,GP,F,482,1482,A,RF,WE,400,R,N,0,0,NA,74.59,6500,18.14,11.04,50.67,11.55,4.1,5.59,8.6,7.82,108-0813,108-0814,NA,Y,NA,NA,NA,N,NA,NA,760
NA,GP900215000822761,GP900215000822761,N,7/12/2021,Bear,Upper,68,23,GP,F,306,1206,A,RF,T,150,R,N,0,0,NA,62.28,3900,15.4,9.81,43.38,8.74,3.89,4.51,6.77,5.26,108-0775,108-0776,NA,Y,NA,NA,NA,N,NA,NA,761
NA,GP900215000822762,GP900215000822762,N,7/15/2021,Zigzag,Lower,68,23,GP,U,202,202,L,RF,T,200,R,N,0,0,49,48.25,2500,13.37,8.78,32.83,8.38,2.24,3.01,6.03,6.92,108-0838,108-0839,NA,Y,NA,NA,NA,N,NA,NA,762
NA,GP900215000822763,GP900215000822763,N,7/14/2021,Zigzag,Upper,68,23,GP,F,494,1494,A,RF,T,440,R,N,0,0,NA,70.22,6800,17.21,10.91,48.18,11.21,4.93,3.08,8.74,6.52,108-0820,108-0821,NA,Y,NA,NA,NA,N,NA,NA,763
NA,GP900215000822764,GP900215000822764,N,7/14/2021,Zigzag,Upper,68,23,GP,F,393,1393,A,PL,WE,120,R,N,0,0,NA,85.3,11700,20.4,12.17,59.26,12.91,5.56,3.36,10.24,7.72,108-0811,108-0812,NA,Y,NA,NA,NA,N,NA,NA,764
NA,GP900215000822765,GP900215000822765,N,7/11/2021,Paradise,Upper,67,23,GP,U,100,850,L,RF,T,200,R,N,10,5,NA,47.3,2100,11.71,8.78,33.18,7.16,3.08,2.74,5.82,5.55,108-0711,108-0712,NA,Y,NA,NA,NA,N,NA,NA,765
NA,GP900215000822766,GP900215000822766,N,7/15/2021,Zigzag,Lower,68,23,GP,M,356,356,A,PL,WE,320,R,N,6,0,93,92.39,10800,21.83,13.5,65.19,13.91,5.05,4.98,10.59,10.16,108-0841,108-0842,NA,Y,NA,NA,NA,N,NA,NA,766
NA,GP900215000822767,GP900215000822767,N,7/11/2021,Paradise,Upper,67,23,GP,F,244,994,A,PL,WE,320,R,N,0,0,NA,72.6,6800,18.47,11.28,51.16,10.99,5.43,4.81,8.4,6.28,108-0721,108-0722,NA,Y,NA,NA,NA,N,NA,NA,767
NA,GP900215000822768,GP900215000822768,N,7/11/2021,Paradise,Upper,67,23,GP,U,182,932,L,RF,T,300,R,Y,0,0,NA,68.36,7200,14.95,10.76,48.17,11.26,4.48,2.62,8.36,6.61,108-0717,108-0718,NA,Y,NA,NA,ALMOST A METAMORPH,N,NA,NA,768
